HOSTNAME,HOSTSTATE,MACHINETYPE,IPADDR,NETMASK,GATEWAY,CUSTOMER,CONTRACT,SOURCE,VLAN,DESCRIPTION
"AIRSBEAP4337","Up","DRP with SiteRecoveryManager","10.199.18.250","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"AIRSBEAP4337","Up","DRP with SiteRecoveryManager","10.126.172.11 10.126.172.10 10.126.172.25","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"AIRSBEAP4337","Up","DRP with SiteRecoveryManager","192.168.18.250","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_2517",""
"AIRSBEAP4337","Up","DRP with SiteRecoveryManager","10.126.173.92","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_576",""
"AIRSBEAP4337","Up","DRP with SiteRecoveryManager","10.199.18.250","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4337","Up","DRP with SiteRecoveryManager","192.168.18.250","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4337","Up","DRP with SiteRecoveryManager","10.126.173.92","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4337","Up","DRP with SiteRecoveryManager","10.126.172.25","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4337","Up","DRP with SiteRecoveryManager"," 10.126.172.10","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4337","Up","DRP with SiteRecoveryManager"," 10.126.172.11","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4338","Disposed","Vmachine with HW Failover","10.126.172.53","255.255.255.0","10.126.172.1","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PROD"
"AIRSBEAP4338","Disposed","Vmachine with HW Failover","10.199.18.251","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"AIRSBEAP4338","Disposed","Vmachine with HW Failover","192.168.18.251","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"AIRSBEAP4340","Up","Vmachine with HW Failover","10.126.172.12","255.255.255.0","10.126.172.1","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PROD"
"AIRSBEAP4340","Up","Vmachine with HW Failover","10.199.18.252","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"AIRSBEAP4340","Up","Vmachine with HW Failover","192.168.146.252","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"AIRSBEAP4340","Up","Vmachine with HW Failover","10.199.18.252","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"AIRSBEAP4340","Up","Vmachine with HW Failover","10.126.172.12 10.126.172.9 10.126.172.254","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"AIRSBEAP4340","Up","Vmachine with HW Failover","192.168.18.252","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_2517",""
"AIRSBEAP4340","Up","Vmachine with HW Failover","10.126.173.90","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_576",""
"AIRSBEAP4340","Up","Vmachine with HW Failover","192.168.18.252","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4340","Up","Vmachine with HW Failover","10.126.172.254","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4340","Up","Vmachine with HW Failover"," 10.126.172.9","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4340","Up","Vmachine with HW Failover"," 10.126.172.12","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4340","Up","Vmachine with HW Failover","10.199.18.252","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4340","Up","Vmachine with HW Failover","10.126.173.90","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4341","Disposed","Vmachine with HW Failover","10.126.172.13","255.255.255.0","10.126.172.1","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PROD"
"AIRSBEAP4341","Disposed","Vmachine with HW Failover","10.199.18.253","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"AIRSBEAP4341","Disposed","Vmachine with HW Failover","192.168.18.253","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"AIRSBEAP4342","Up","Vmachine with HW Failover","10.126.145.198","255.255.255.0","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4342","Up","Vmachine with HW Failover","fe80::b17d:f066:e05c:cd1c 10.126.145.198","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAP4342","Up","Vmachine with HW Failover","10.126.145.198","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4342","Up","Vmachine with HW Failover","fe80::b17d:f066:e05c:cd1c%5","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4343","Up","Vmachine with HW Failover","10.126.145.197","255.255.255.0","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4343","Up","Vmachine with HW Failover","fe80::439:4f33:9b96:1176 10.126.145.197","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAP4343","Up","Vmachine with HW Failover","10.126.145.197","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4343","Up","Vmachine with HW Failover","fe80::439:4f33:9b96:1176%5","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4345","Up","Vmachine with HW Failover","10.126.146.140","255.255.255.0","10.126.146.1","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PROD"
"AIRSBEAP4345","Up","Vmachine with HW Failover","fe80::90:14c5:dd58:9cb2 10.126.160.108","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_856",""
"AIRSBEAP4345","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","deployment-vlan-126",""
"AIRSBEAP4345","Up","Vmachine with HW Failover","fe80::e168:9479:48cf:d88c 10.126.146.140","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_Prod42_vlan_842_dpc",""
"AIRSBEAP4345","Up","Vmachine with HW Failover","10.126.146.140","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4345","Up","Vmachine with HW Failover","fe80::e168:9479:48cf:d88c%2","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4346","Up","Vmachine with HW Failover","10.126.145.195","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4346","Up","Vmachine with HW Failover","fe80::3cd3:f9ec:a8be:667 10.126.145.195","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAP4346","Up","Vmachine with HW Failover","10.126.145.195","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4346","Up","Vmachine with HW Failover","fe80::3cd3:f9ec:a8be:667%4","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4347","Up","Vmachine with HW Failover","10.126.145.196","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4347","Up","Vmachine with HW Failover","fe80::852a:2c9d:c4e0:19a8 10.126.145.196","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAP4347","Up","Vmachine with HW Failover","10.126.145.196","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4347","Up","Vmachine with HW Failover","fe80::852a:2c9d:c4e0:19a8%4","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4348","Up","Vmachine with HW Failover","10.126.145.202","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4348","Up","Vmachine with HW Failover","fe80::517a:e5d0:7a15:6ff9 10.126.145.202","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAP4348","Up","Vmachine with HW Failover","10.126.145.202","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4348","Up","Vmachine with HW Failover","fe80::517a:e5d0:7a15:6ff9%4","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4349","Up","Vmachine with HW Failover","10.126.145.207","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4349","Up","Vmachine with HW Failover","fe80::1ccf:5855:90cf:805e 10.126.145.207","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAP4349","Up","Vmachine with HW Failover","10.126.145.207","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4349","Up","Vmachine with HW Failover","fe80::1ccf:5855:90cf:805e%5","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4350","Up","Vmachine with HW Failover","10.126.146.159","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4350","Up","Vmachine with HW Failover","fe80::b867:3f60:6450:9db6 10.126.146.159","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_Prod42_vlan_842_dpc",""
"AIRSBEAP4350","Up","Vmachine with HW Failover","10.126.146.159","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4350","Up","Vmachine with HW Failover","fe80::b867:3f60:6450:9db6%4","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4351","Up","Vmachine with HW Failover","10.126.146.160","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4351","Up","Vmachine with HW Failover","fe80::880:35c3:1f75:c766 10.126.146.160","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_Prod42_vlan_842_dpc",""
"AIRSBEAP4351","Up","Vmachine with HW Failover","10.126.146.160","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4351","Up","Vmachine with HW Failover","fe80::880:35c3:1f75:c766%8","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4352","Up","Vmachine with HW Failover","10.126.146.125","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4352","Up","Vmachine with HW Failover","fe80::b51d:e573:770e:8ff5 10.126.146.125","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_Prod42_vlan_842_dpc",""
"AIRSBEAP4352","Up","Vmachine with HW Failover","10.126.146.125","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4352","Up","Vmachine with HW Failover","fe80::b51d:e573:770e:8ff5%4","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4353","Up","Vmachine with HW Failover","10.126.145.182","255.255.255.0","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4353","Up","Vmachine with HW Failover","10.126.145.182","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAP4353","Up","Vmachine with HW Failover","10.126.145.182","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4354","Up","Vmachine with HW Failover","fe80::e5c8:4df9:f2f6:31f5 10.126.145.113","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","be_prod41_vlan_841_dpc"
"AIRSBEAP4354","Up","Vmachine with HW Failover","fe80::e5c8:4df9:f2f6:31f5 10.126.145.113","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAP4354","Up","Vmachine with HW Failover","10.126.145.113","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4354","Up","Vmachine with HW Failover","fe80::e5c8:4df9:f2f6:31f5%6","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4355","Up","Vmachine with HW Failover","10.126.145.183","255.255.255.0","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4355","Up","Vmachine with HW Failover","fe80::5c4c:7e67:fea2:853a 10.126.145.183","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAP4355","Up","Vmachine with HW Failover","10.126.145.183","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4355","Up","Vmachine with HW Failover","fe80::5c4c:7e67:fea2:853a%4","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4360","Up","Azure VM","10.76.100.8","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4360","Up","Azure VM","10.76.100.8","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4360","Up","Azure VM","fe80::8404:7137:1cb4:7692%8","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4361","Up","Vmachine with HW Failover","10.126.146.131","255.255.255.0","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4361","Up","Vmachine with HW Failover","fe80::d4d7:858c:9933:748f 10.126.146.131","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_Prod42_vlan_842_dpc",""
"AIRSBEAP4361","Up","Vmachine with HW Failover","10.126.146.131","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4361","Up","Vmachine with HW Failover","fe80::d4d7:858c:9933:748f%11","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAP4362","Up","Azure VM","10.76.96.81","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"AIRSBEAP4363","Transition","Vmachine with HW Failover","0.0.0.0","255.255.255.0","10.126.149.1","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAP4363","Transition","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_TestDev45_vlan_845_dpc",""
"AIRSBEAPFSM0001","Disposed","Vmachine with HW Failover","10.126.145.62","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","AIRSBEAPFSM0001"
"AIRSBEAPKMS1","Up","Vmachine with HW Failover","10.126.145.57","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","be_prod41_vlan_841_dpc"
"AIRSBEAPKMS1","Up","Vmachine with HW Failover","10.126.145.57","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAPKMS1","Up","Vmachine with HW Failover","10.126.145.57","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPKMS2","Up","Vmachine with HW Failover","10.126.145.58","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","be_prod41_vlan_841_dpc"
"AIRSBEAPKMS2","Up","Vmachine with HW Failover","10.126.145.58","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"AIRSBEAPKMS2","Up","Vmachine with HW Failover","10.126.145.58","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0001","Up","Vmachine with HW Failover","192.168.147.20","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0001","Up","Vmachine with HW Failover","10.199.16.145","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0001","Up","Vmachine with HW Failover","10.126.170.31","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0001","Up","Vmachine with HW Failover","10.199.16.145","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"AIRSBEAPMCF0001","Up","Vmachine with HW Failover","fe80::2810:1596:6707:59a5 10.126.170.31","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_866",""
"AIRSBEAPMCF0001","Up","Vmachine with HW Failover","192.168.147.20","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"AIRSBEAPMCF0001","Up","Vmachine with HW Failover","192.168.147.20","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0001","Up","Vmachine with HW Failover","10.126.170.31","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0001","Up","Vmachine with HW Failover","fe80::2810:1596:6707:59a5%5","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0001","Up","Vmachine with HW Failover","10.199.16.145","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0002","Up","Vmachine with HW Failover","10.199.16.146","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0002","Up","Vmachine with HW Failover","192.168.147.21","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0002","Up","Vmachine with HW Failover","10.126.170.32","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0002","Up","Vmachine with HW Failover","10.199.16.146","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"AIRSBEAPMCF0002","Up","Vmachine with HW Failover","fe80::fda3:8a37:f529:57f 10.126.170.32","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_866",""
"AIRSBEAPMCF0002","Up","Vmachine with HW Failover","192.168.147.21","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"AIRSBEAPMCF0002","Up","Vmachine with HW Failover","10.199.16.146","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0002","Up","Vmachine with HW Failover","10.126.170.32","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0002","Up","Vmachine with HW Failover","fe80::fda3:8a37:f529:57f%2","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0002","Up","Vmachine with HW Failover","192.168.147.21","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0003","Up","Vmachine with HW Failover","10.199.16.147","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0003","Up","Vmachine with HW Failover","192.168.147.22","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0003","Up","Vmachine with HW Failover","10.126.170.33","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0003","Up","Vmachine with HW Failover","10.199.16.147","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"AIRSBEAPMCF0003","Up","Vmachine with HW Failover","fe80::1d0a:bca5:5787:5e7 10.126.170.33","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_866",""
"AIRSBEAPMCF0003","Up","Vmachine with HW Failover","192.168.147.22","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"AIRSBEAPMCF0003","Up","Vmachine with HW Failover","10.126.170.33","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0003","Up","Vmachine with HW Failover","fe80::1d0a:bca5:5787:5e7%3","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0003","Up","Vmachine with HW Failover","10.199.16.147","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0003","Up","Vmachine with HW Failover","192.168.147.22","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0004","Up","Vmachine with HW Failover","10.199.16.148","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0004","Up","Vmachine with HW Failover","192.168.147.23","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0004","Up","Vmachine with HW Failover","10.126.170.34","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0004","Up","Vmachine with HW Failover","10.199.16.148","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"AIRSBEAPMCF0004","Up","Vmachine with HW Failover","fe80::2d13:361f:8bcc:5b22 10.126.170.34","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_866",""
"AIRSBEAPMCF0004","Up","Vmachine with HW Failover","192.168.147.23","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"AIRSBEAPMCF0004","Up","Vmachine with HW Failover","10.126.170.34","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0004","Up","Vmachine with HW Failover","fe80::2d13:361f:8bcc:5b22%3","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0004","Up","Vmachine with HW Failover","10.199.16.148","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0004","Up","Vmachine with HW Failover","192.168.147.23","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0005","Up","Vmachine with HW Failover","192.168.147.24","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0005","Up","Vmachine with HW Failover","10.199.16.149","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0005","Up","Vmachine with HW Failover","10.126.170.35","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0005","Up","Vmachine with HW Failover","10.199.16.149","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"AIRSBEAPMCF0005","Up","Vmachine with HW Failover","fe80::e01b:ed03:457d:f02a 10.126.170.35","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_866",""
"AIRSBEAPMCF0005","Up","Vmachine with HW Failover","192.168.147.24","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"AIRSBEAPMCF0005","Up","Vmachine with HW Failover","10.126.170.35","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0005","Up","Vmachine with HW Failover","fe80::e01b:ed03:457d:f02a%9","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0005","Up","Vmachine with HW Failover","192.168.147.24","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0005","Up","Vmachine with HW Failover","10.199.16.149","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0006","Up","Vmachine with HW Failover","10.199.16.150","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0006","Up","Vmachine with HW Failover","192.168.19.21","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0006","Up","Vmachine with HW Failover","10.126.170.36","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0006","Up","Vmachine with HW Failover","10.199.16.150","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"AIRSBEAPMCF0006","Up","Vmachine with HW Failover","fe80::4c46:e792:d5b5:281f 10.126.170.36","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_866",""
"AIRSBEAPMCF0006","Up","Vmachine with HW Failover","192.168.19.21","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_2517",""
"AIRSBEAPMCF0006","Up","Vmachine with HW Failover","10.126.170.36","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0006","Up","Vmachine with HW Failover","fe80::4c46:e792:d5b5:281f%5","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0006","Up","Vmachine with HW Failover","192.168.19.21","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0006","Up","Vmachine with HW Failover","10.199.16.150","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"AIRSBEAPMCF0007","Up","Vmachine with HW Failover","192.168.19.22","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0007","Up","Vmachine with HW Failover","10.199.16.151","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"AIRSBEAPMCF0007","Up","Vmachine with HW Failover","10.126.250.8","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
